annual_income,debt_to_income,credit_score,credit_utilization,late_payments_12m,loan_amount,employment_years,default
73011.85575649403,0.38535114110700547,636.0990088510272,0.5514847636100763,0,16049.595373541759,4.079685105482019,1
74865.08342406884,0.4607167667345423,657.3741686021466,0.8266321036006649,2,18948.342056704994,5.434087482645735,1
70863.0853661039,0.42920449901484015,637.906529544756,0.387623352974521,0,5992.094831869163,0.37834759055527833,0
46689.80585422611,0.5799733852082491,647.4916239458798,0.13112103934333896,3,12789.587773863246,2.8498272734220427,1
64643.226461334394,0.2583872819227207,534.5242562450528,0.13105105073671747,1,7359.293804040937,30.46964480376218,0
62333.71618281456,0.18450208983816943,572.9895619931239,0.5553131103423151,1,20212.20963349013,0.8263413698442662,1
64373.77193458026,0.23067978698058567,638.0531810342802,0.3880507642079113,0,5164.184205520542,18.268082699912664,0
77428.5755589638,0.4292531079858124,636.778562398205,0.5753661792128106,1,8499.416526543755,6.233620556921675,0
64471.91097549364,0.4097507521123254,604.7048580111999,0.2932731501681301,1,18740.19889790387,0.8386438313439892,0
73578.2712614379,0.3622707991576899,635.838913113885,0.5661247095079663,2,10594.378274059265,2.381830358732484,0
61351.58138977783,0.2152451541071444,654.8811884331365,0.3683401653100549,2,8501.26540247659,8.496689383227993,1
65782.38797379969,0.4420240751994873,721.153076521962,0.2534991889352102,2,21347.03600678128,1.1489379618619981,1
72625.76451677081,0.20303542668193514,642.0630611819159,0.3198003042395231,0,21633.982296143076,1.1097699948621473,0
30856.88360288667,0.48907394988522795,681.9282564238603,0.1605891289153527,1,20054.49834778699,2.128201645488864,1
53606.57567285397,0.6928926107767838,606.6719758852863,0.7978719117163223,3,20940.967717582054,1.7642064966356552,1
50592.54691414409,0.393974137588586,695.7676578878786,0.3807236372883026,1,13378.945047433604,1.7455785753871154,1
47222.44303513316,0.41997297627892916,680.0584238089886,0.5289028177364392,1,13567.849177543692,15.137674552339726,0
54497.15497546633,0.29085682773253285,719.2653602543855,0.2926261734258402,2,10463.431050264782,8.378395068238385,1
89898.82622468792,0.13277440146958203,707.076836995559,0.18961443560403538,3,16174.104174011842,1.5070695432944416,0
42683.377686135136,0.2776736764363733,697.0988498304916,0.353223897816413,0,11304.711708719064,5.911277631358418,1
79365.56709182961,0.21885257106815006,642.1266073073775,0.6202385066758398,1,11968.536558511161,6.475778677961285,0
26342.604567683906,0.1763594508301981,669.5951381635574,0.2958536417203433,1,19199.3030378803,1.9166201166047832,0
53302.2994002845,0.5566831930394779,735.0807142761221,0.22589360545411694,2,23291.77471860066,27.30921283904039,1
63255.06130210011,0.3827435021630927,597.8340344477765,0.4310928488738287,1,17787.821779890663,2.3628025360884255,1
71724.44662718556,0.395562509673678,599.7273777042508,0.49980452014354887,0,27560.211056697975,2.300710810977598,0
74224.5315958571,0.31291731617645,664.514511836029,0.7285696337706367,2,10061.390995770762,3.214899520491734,0
75866.94470399851,0.32925547010678763,683.2223752212362,0.470750095674499,2,2134.1775255351895,6.57171099329261,1
53025.49855503125,0.46574608186871996,584.0714800588796,0.528798535706247,0,20002.39522712688,27.60297489929284,1
50752.964146708655,0.3461195457565741,644.0189949269353,0.5438550473840643,0,9597.16513147288,4.103880799152186,1
77159.51762514308,0.4136832725629679,642.4800980616972,0.16939692361347394,0,13084.154307572455,1.7395133054698728,0
56173.9135023677,0.3264794842585981,472.77759075172236,0.20733358590609116,3,2611.4244291521336,1.7810361730195052,1
34486.27353324156,0.3089416531121543,632.4324808592992,0.18322074207886996,2,8705.528268579215,3.5616222936477198,1
37334.255719930385,0.18117030012777655,637.4145733721227,0.13357084886167087,0,4484.408083945347,0.7391148671066625,0
41610.95427996777,0.11267011251594461,637.1765645741584,0.5590919749740808,1,11959.877156057875,2.377882096620266,1
69943.21488107528,0.31861257187203174,763.2731419661815,0.4580100183327511,0,12238.13954281935,3.450064084805933,0
62848.5147214113,0.3567796030391879,552.73613611929,0.41589921261828994,2,15629.722880837462,19.70954993451814,1
73809.70708135536,0.19566439559494508,584.030194303631,0.0,2,23678.060750486227,32.18617375165822,0
51454.947073269315,0.34586301619584403,441.0243361344533,0.8110953717237237,1,19738.34385428473,11.234546051906305,1
63170.79382153429,0.3564503075588602,611.5266667060688,0.2211455991692889,0,3644.812546526633,5.209884662792228,0
72511.80787934673,0.09127903927287451,618.34851566992,0.8103625511877915,1,19256.108049289996,10.53997159604215,1
53813.06920559523,0.24018504086245984,609.2018258932595,0.11015170386973677,0,15782.282882090218,0.31817105632423653,0
69135.50475114823,0.3988716672482562,738.6141871587008,0.23751976828869262,1,14315.214975747314,0.9372028247583181,0
46761.481178666974,0.39644704752748927,718.8494017869571,0.0,3,14841.10329043942,0.7845502379032023,1
52738.92306869857,0.2115590100320287,656.2285379413843,0.47242499518853953,1,16431.866996603785,3.467167442953981,0
52365.24212003342,0.36901376605996816,620.350955716811,0.17974863583775355,1,10156.792462905043,2.722712296898691,0
36083.207088219206,0.47268886704325663,732.0951734485491,0.18539996918032917,1,13723.543997327513,2.328632136715353,1
69739.44961571164,0.44324875507890776,648.4193712131319,0.12549715656512056,2,23287.573867242838,1.212938193273544,1
50611.95319594552,0.3385657055583278,584.5383968865234,0.5554710125475726,1,10072.659509021265,4.764846918221561,1
60249.88237455375,0.2938428424010849,512.7001058012358,0.5422927303135094,1,7790.784166774332,0.6363765887256227,1
69614.93317811818,0.2744786618798595,614.6948404883453,0.7624067782157571,2,14568.048564883044,0.15748690640167162,1
68930.62352059888,0.4061383739491588,710.3714893738087,0.26285867578540534,1,7086.034802705567,1.9296585835226847,0
73307.70217945572,0.37341247677714656,832.1230951634471,0.4437638742093601,3,2940.5181498196307,1.3466612702169738,1
58030.29030981153,0.425528480732264,654.928827695158,0.14213296051960972,0,12588.729760476286,2.2752631135392614,0
51534.03375911692,0.3658248575745382,588.7715587903757,0.3329921954529364,4,25140.353191947463,1.3573192967148484,1
58405.63578187202,0.44825167404169297,555.2027833372629,0.2962309373437645,3,14729.771328861749,2.4266264830617033,1
26253.311320839406,0.361351103954924,694.1563917044479,0.4928899914990842,2,16250.039661137494,12.912513767400345,1
31057.750551538255,0.44416264593580235,508.83071580925855,0.6034043612836383,0,1000.0,0.7492676945169792,1
33546.00775291195,0.45449873244399663,694.027608112391,0.5982133381663,3,18066.87844708663,1.3054818756972808,1
40055.063447970366,0.25345680437302237,715.416928501033,0.23143754555647786,0,15653.561029168544,2.6411633425605894,1
67995.48453446873,0.13302271437551047,684.9023562586291,0.5996935809245999,0,10345.596203724519,31.860011483336123,0
41890.418892798785,0.5352191427217463,632.4270662449154,0.3911829725784406,3,16260.353299816617,0.01817278849004671,0
52436.74891921221,0.3807990476854714,695.1952522837452,0.33508062082059703,2,16190.851320105721,2.1324940597014437,1
85984.56595572131,0.1442616925404654,663.675069690264,0.2582977026362163,2,7583.584501494452,7.917969181859023,0
52874.72057877148,0.26434166033375467,587.7500926511526,0.2880128411276896,0,17322.976087459367,4.642991215325807,0
74750.31136934173,0.4426249150843794,798.032985790002,0.7484627692392467,4,23379.947957690085,3.077253174296182,1
41327.646399802456,0.3164387802640528,621.8656496311587,0.4614821532988047,2,13404.409671685384,0.7641938023293798,1
55891.2488426474,0.28855262968170475,712.0601840359927,0.434922369500241,1,8926.840582940245,0.34309887515554033,1
40999.558901788376,0.5181058232375559,456.51085738434284,0.3475506282926107,1,13756.939511387902,11.995170979845092,1
53219.33848198875,0.22432554243394273,752.1176706224743,0.8891957222876057,1,20982.292365451,6.206141692708949,1
76806.16274914792,0.25422159706941994,767.5010995723666,0.661002097769285,1,6415.7681249190955,0.8880491292020433,0
25453.591536153028,0.37536637700579206,652.3867029701311,0.25578757704024147,0,19049.907811489265,2.229234466533706,1
68688.47287091715,0.3968545918464659,694.7016827790206,0.34527698905907517,2,10253.898790356634,8.680134341749353,0
64754.71204664556,0.4095611641208878,694.681214528605,0.35715109132581796,0,16694.441569658164,5.0501490313530395,0
48117.00088606411,0.4593485653482736,598.577314428742,0.42917439565651994,1,11049.681074681055,6.663683292844239,1
31078.84291223091,0.373829434481782,693.7697844351472,0.259754801473713,0,11030.881314429073,4.639606411062234,1
61442.59015427739,0.4087260726726091,585.3095624101956,0.48776330467233936,4,25661.664413645332,3.4611598073094636,1
49410.14581872395,0.31889488888219,601.2994461083739,0.690417626407863,3,5136.393866265558,0.340595845166078,1
64653.52422709408,0.3575237963884057,740.1554514569839,0.13727437819916738,1,18397.56324281881,0.38561897087807656,0
60437.04291046886,0.3629041016064361,727.9726152560162,0.1743706525815866,1,27119.27087644901,13.373051335830855,0
92035.5778264183,0.37581177629828433,593.4899598307366,0.30336828894053863,1,19798.65348530976,7.900069042426203,1
55212.887450539514,0.44270477690993126,591.3138925199167,0.3126408879784341,2,5682.320866725726,0.36932906262900245,1
39530.0501475627,0.4166174818333797,598.3522718033862,0.7996931749491862,0,6028.936437592161,6.043540047078087,1
63585.512699126324,0.35530604034802193,708.6111653172393,0.6003418440029678,0,9738.622363475191,2.329125217853793,1
64399.9336794353,0.2529048818070752,570.0012175351683,0.5888644704236529,2,16105.355380639123,0.81685674768969,1
87183.75150480872,0.3581205509675251,678.5370111228762,0.3471268612973199,1,16581.598858623365,1.5828484351744572,1
76702.22491829157,0.3466378658125107,709.7477448507435,0.3427373186426372,0,6098.1241199021515,11.477146810277379,0
67137.42118299019,0.3731817895775838,642.940363976552,0.10965891724692028,3,8890.697790871232,5.6240416082186435,1
89266.05782439123,0.6147830368568482,730.8050957491942,0.5563480456095635,1,9319.622591139858,0.036275528384650535,1
36224.738913542984,0.28714726657505174,625.6551864408166,0.4982109209617571,2,13734.77234319575,6.411597334935211,0
47204.96934500505,0.4006746822950431,632.8915519204868,0.6571994729356567,3,28892.868201037523,0.018475689399806434,1
41468.48117188951,0.47821544806931576,571.8203015094515,0.35783405732876655,1,8467.690540635867,11.090446489362218,0
52203.80393688464,0.36176022969192595,731.3741878096164,0.3716441707599206,2,8161.295168049483,4.8772439145500375,0
32466.277048873824,0.6305414143006598,588.6783642416904,0.43400910571212714,0,7068.01793399309,5.117515134832701,1
72703.01893628809,0.30463528499222275,677.9817454172047,0.5783795151014192,1,19448.811998695623,0.08250278738894141,1
55555.546058024534,0.38889070667840564,644.2947146299252,0.1059568755805042,2,14710.608825514286,0.35628036723441847,1
30583.874109946843,0.2541433106128421,565.777354951067,0.547211226747675,1,8726.414162810292,3.6029764164925355,1
39688.41837584917,0.3078170317828048,601.2717484941344,0.3959008875654339,2,12460.430913551676,1.732988644613194,1
66270.2769490039,0.3798720692475989,760.6297791232587,0.18827254640926072,1,9459.427893296091,3.5066675072829274,1
76762.53135788762,0.45155648747692756,666.1326034107584,0.0,2,17071.238968324717,2.8650277257358185,0
99934.61783383573,0.3882913800828289,569.2679726906526,0.3727052576243293,1,33790.63624757435,8.983004968628087,0
118277.2493201466,0.5010937819201683,674.4262629878954,0.6895425966548141,1,18856.050839845655,0.7251356762100746,1
68288.18866551993,0.3386041627288794,638.3108774724363,0.734936933348279,1,14349.080394248454,2.2681917190826204,0
40209.23759936272,0.31013977641931934,850.0,0.4710752421340193,2,10345.171587584331,1.9674360833971924,0
17359.074385373817,0.6744782128735263,672.8099073073818,0.7924011327684496,4,5596.199426806052,10.33029662102079,1
65354.22924687672,0.39730851793304367,619.5500122346908,0.39141178340865107,1,20135.82811982125,4.7823619271187905,1
43741.17809379348,0.26366221448257426,763.6022334229683,0.5906607103285563,0,19755.47924856424,1.3039254679701004,1
51692.85479640629,0.2666883485302317,502.7171066165723,0.30975382221871456,2,11737.293023164357,2.3190929360165375,1
47758.06401880384,0.23687841025623912,657.5456125104878,0.2970802321431703,0,23493.33788059833,1.3427732176283365,0
57184.182271672296,0.4623883227028145,809.5542795744858,0.26449817662387276,1,15147.748572195595,2.8069439106164196,0
81319.60461575288,0.30627472485281093,640.7040572512196,0.0,0,20423.325147765947,3.324949310330193,0
63140.971348906896,0.3652834970787783,511.3359164281537,0.6574184519893824,0,17073.379014231083,5.894635999859319,1
56827.30325922623,0.34237895906740773,618.3265628471522,0.27167351217239677,0,13760.048840856532,3.5052163996177605,0
39286.92494348377,0.4377790889529121,766.361443276723,0.23971224404896074,2,8315.807720847592,12.225395169283775,1
26506.341105912863,0.24839070885391756,680.0855677056617,0.1640056636774649,2,13981.243853461301,4.348332623351662,1
50273.84181853339,0.22093132566283813,582.8915112389985,0.3591281126927434,2,20894.35468226393,1.102129150907151,0
58924.348983633594,0.3769156768617913,595.1805754256781,0.7526984621119486,3,11443.054216704011,5.4981861595201185,1
95358.59827159766,0.4221151141639876,605.2239783080149,0.8187557701645436,0,18078.18976922225,4.336707130131908,1
62605.49042945771,0.38990387757171685,678.8958307243197,0.06782662483958335,2,7420.848825831977,0.6128244460763671,1
79654.79022046115,0.25286555250832066,757.0556906350922,0.3291104008047435,1,20460.408352912506,0.2642891050821615,0
50014.08802921696,0.43129818105096723,734.1938410239337,0.1931284459812603,0,17190.589355429733,1.159358695121338,0
36301.124671659505,0.26073668874852385,686.4809745687303,0.597667548242304,1,6585.2246881444935,2.396486041471281,1
40697.66475535256,0.287415362625634,543.4684191954013,0.4573187094587854,1,13431.898335348715,0.5084211881261316,1
45495.47870928494,0.23672557703335972,543.7653988805247,0.272686134524033,2,21520.086365228588,0.3668340894259494,1
102569.39464870328,0.5061390018382437,692.6601616971011,0.41451461611820384,4,6186.772215427431,3.8226252374323657,1
43572.26641551228,0.42601058492328187,542.3623121653684,0.3045162757184583,2,7503.34832962546,0.5600482799159514,1
76769.7840747269,0.42259920508146476,631.9546383145116,0.7228492188749793,0,14513.521316494547,15.287340894145938,1
41941.45643825947,0.49966537053709403,674.3320356948941,0.5093919030032077,1,29933.31511302536,3.9049917939133434,1
78631.46025748488,0.6875179097886468,558.9924803709849,0.5339646841832877,1,10291.953411723513,0.8841262032645881,0
67699.01932211727,0.14489286753078132,568.0590132512909,0.0,1,18466.91799709847,19.356542183563327,0
56867.24204683819,0.261394810294747,642.4703148345745,0.38664226423423786,2,16820.947853209458,4.24993486236218,1
59184.74947729132,0.27605898989905714,690.2920230019243,0.8166421918118069,1,10873.360698141194,11.261325952946283,0
46904.24609141219,0.24790164531407682,734.9215016331005,0.6652258140073368,2,16127.933462494126,3.487194034595623,1
68921.44402964161,0.22069001028755447,698.5642747816441,0.030582082815939382,2,11865.157365335313,2.987833303637228,0
50900.3303931844,0.31404163231335613,655.8925275993755,0.33731483346328117,3,12495.366469184419,14.485633451496101,1
35487.884724655036,0.2040075541652714,590.3044197154361,0.15969610681625573,1,3371.096680588067,6.350062740005438,0
34441.248513607614,0.39020508410448956,564.3274403324385,0.7422203120725741,0,14828.946355935748,4.408454198692013,1
63451.75835444239,0.35620379857143375,609.1298329336682,0.4488556564551817,0,21293.654546357855,2.793304207738797,1
91581.8251282087,0.4077234397716386,682.7948467984454,0.2464408880537128,2,15401.980423457799,3.9649950186230685,0
63199.83227146877,0.4109274141965903,676.9298965301874,0.40683158870815783,0,22633.55432575701,5.746873560838038,1
57627.23347780235,0.42236082241120115,482.0078411419902,0.0,1,19062.29212161512,5.326078117443683,1
65716.52279205086,0.3051909275811341,587.1458377385998,0.1830077393086847,0,14583.21085568846,3.0962546761642855,1
86120.03483413649,0.6045372083160401,746.3606041284925,0.4072887451652619,0,10604.52112895227,1.5244343654188217,1
64387.65002727713,0.3781317339778517,656.3372038243311,0.5691350736906645,2,11596.153992470172,1.155525675027605,1
51781.45538332526,0.1265018296850246,536.6392869517612,0.011737175880531858,0,4706.426682440151,1.7962814896060912,0
82125.77420119778,0.22971491050805387,838.4656945278521,0.32376893845951416,2,13130.447769311717,1.412160546566574,0
68575.12876923227,0.1411396413166621,647.6846614148188,0.6019371477037644,0,16021.991309949075,0.013950957569463544,0
90715.11983991985,0.35208015549815685,680.7467167450726,0.10970933512534559,3,27007.947684594634,4.329017751308792,0
63664.68874443812,0.33538337311359995,681.9619804836108,0.44583656695683466,1,18698.242262952135,6.570550976323456,0
35510.61936559,0.29378891625206505,620.5923627071851,0.41319490062120073,0,8946.022139034161,11.973441886822886,1
32636.8160150867,0.5913111334880616,591.7941054542885,0.7428760640713206,1,4924.422071368359,20.60409030998318,1
93018.558644625,0.41587794488922925,819.7339988052752,0.3539727613776725,2,13554.135389567991,7.70250445023848,0
94473.31441566594,0.4371318033735601,730.25646956942,0.365679880324986,1,20682.351127794245,3.045737110736405,0
56409.615734347986,0.2382711814469476,715.7549760886941,0.5709919506329377,1,13455.685643139284,1.9409390545572311,1
52336.253577280244,0.23010261304027851,696.1031353374568,0.13473026639013108,1,18793.88922503917,5.489512038256274,1
89228.88584484404,0.35441665989163457,569.7346087710653,0.3558233586898283,1,13732.121855234682,9.74755074155383,0
37859.08635913024,0.3707608567582671,752.202415339222,0.3088549978318979,0,20019.003043009194,3.036283154635892,1
42105.45962088347,0.12724261194626516,582.5493873590601,0.37221763745897996,0,3819.1938410603725,2.0568322187735277,0
72866.53589378089,0.32836315725805587,672.6629438520516,0.5696812897925676,1,26229.274841022703,8.704902505128363,1
52107.897542808205,0.3516886499448206,518.8488075628345,0.5108322970164346,1,7212.615862434025,0.14918966875876688,1
59897.562665598576,0.3241821001074645,486.7312919481984,0.25026353829426473,1,20556.12630810844,8.374469606304656,1
56731.14202950975,0.25239315051839883,675.4632962122491,0.4273398406654425,0,13094.712037317315,0.9098289599510574,0
66751.49097597867,0.2852557781694632,585.2720586244074,0.6980883228201049,1,14189.204697431696,0.5747545950968023,1
88149.63722627434,0.3287768967712644,490.8665942962182,0.23372686024053896,2,13312.286658208963,4.550529185058533,1
61811.69813803491,0.3608960028332057,693.248760235766,0.4290333560794025,0,16789.232095360454,10.709613411664975,1
72878.77586553716,0.4225749899060681,819.6064616840631,0.3613678646122743,1,18202.671802966266,2.938931590800686,1
18996.557979379548,0.47970274459410456,761.1648206864049,0.3873989968326446,0,22408.53058276148,4.599829471248672,1
59025.63196139764,0.31467827317673003,629.4145691787462,0.07386847555011988,1,24855.642178181646,13.990931097037425,0
43135.39459414258,0.29526125646615703,650.7076245357557,0.682152570862441,1,17322.750827436917,1.105810534169946,1
35623.738791527445,0.40251868082411674,721.0165005427131,0.24512961982236336,0,26995.71967417813,4.144433505980581,0
42436.952661424984,0.4233013899693025,739.7702415867925,0.6052143940307066,2,15650.807799757345,7.498021099847593,1
53317.53118598376,0.2978959480089337,622.5171424939441,0.2757246783904978,1,22542.082535770467,7.03567847710514,1
78318.05084712026,0.4448472172359407,652.734217257966,0.274899069620848,3,18001.037710343033,5.185453216577056,1
33472.145645208715,0.4675502409387167,674.049184541163,0.6426246500930934,2,11155.56758002244,1.1846139979143733,1
60612.62985188835,0.5050023758790407,694.3101056223065,0.5987769206955849,0,16268.639080658906,2.1783218710628534,1
50316.61133332843,0.5633985088063787,639.3538846390986,0.4417331797927966,3,18522.203142563874,0.3868681847762788,1
53446.53811276078,0.2460300633608673,640.3931803945004,0.552230109961264,1,14774.613080181749,6.545210683006323,0
80055.15650609208,0.3516677851199013,760.386586380351,0.34228944394872,3,17889.995625982894,0.5710954776644059,1
70762.30874007852,0.3513533235942392,746.7616561954309,0.39832647445622205,0,21057.54071528826,0.04754187793260541,0
86747.96214885487,0.33823117177609907,688.1928458748871,0.26767512150723616,1,14836.38800602875,1.4101062221933693,0
56909.886415001994,0.27208844964678364,787.5287256018343,0.580812989860052,0,1000.0,3.0395628381778623,0
46081.14776658594,0.1717325596122714,619.0843390218866,0.26131733376652955,2,26747.891060453596,1.0961431021557984,0
55522.82366239001,0.3611215335234804,779.8378758903505,0.6970312689875706,0,12916.8599884577,5.528662792703293,0
64849.93582542443,0.25779732085425044,693.4012354828441,0.33683316633603516,0,9237.038454173915,1.7620910577273496,1
63531.46716907422,0.360319217689715,850.0,0.4041017128032669,2,7131.227930430276,2.886467307979468,0
38312.23855533267,0.2547147749961376,554.6014458574018,0.5517456041308669,1,12644.878683664487,6.589636727646097,1
61809.795632557485,0.218040998498679,594.8523798226126,0.4047728842379164,0,11060.765180781125,2.380140763003581,0
64564.566602778104,0.3781158032452277,683.5038262560438,0.34041833714293795,0,9840.933752807163,3.476861951576341,1
110349.4807506784,0.3681105832167795,681.7787242383193,0.3939953104383057,1,10225.116111087988,1.6779036966710945,0
97536.8922256334,0.41951383655851193,806.0111187340015,0.5787636707115168,1,18708.199768418755,3.364675285890682,0
42935.1329888236,0.612303651970115,596.5300253360373,0.2674295555726589,1,29212.54408702171,0.907643442371643,1
54252.33276901648,0.38327474374530157,722.3934814955107,0.37475259854534704,0,20744.00118610431,0.6086545324205874,0
30731.15996325994,0.4082098120476955,742.9970403745597,0.4020573454674951,0,22858.187293281993,16.819395075599697,0
48185.85972073027,0.22069264053592094,706.3718265776517,0.5729170391055313,1,12358.129779872826,5.665566289309786,1
66312.10007180681,0.19557110713563505,573.1202926460544,0.3800309252257127,0,15732.657558854045,5.8504935465275585,0
84117.07241776466,0.5399395336128,762.6207044203359,0.7616598188987445,2,17985.376829612007,1.8654279119133088,1
45418.32324512783,0.23918242640800352,748.3459945052331,0.368692284456981,0,10383.09474450061,2.1195616356115647,1
46917.07119864407,0.22472671142376294,697.9667615832302,0.35246327231894403,0,12019.88950615618,6.149979351415985,1
17054.219405226904,0.3453081294540136,666.3478149767163,0.36579357567645365,0,20981.863708331537,7.518422037289262,1
56746.68158910185,0.33917691039471337,668.0886408035497,0.13667171426839797,1,22632.049285700763,0.36706092657445977,1
38751.71176280874,0.24169921922680498,643.7011366208498,0.19265463064826302,2,15471.871886606807,0.8970787492725453,1
49411.21145267852,0.313403213754428,701.2628107402113,0.2938666220521814,4,6633.899734548917,1.298862188415188,1
42462.78443664823,0.4975250861180125,652.4907882355982,0.627165969770026,0,12930.856117476393,5.300561266383486,1
58114.74891494886,0.25328076694018425,582.1180019717887,0.393374788127598,1,4910.682058458899,13.04796092033688,1
24845.432172867375,0.18275930187605938,566.1126684137927,0.3030711620768587,1,15526.41686884309,7.670969154074257,1
30659.09509218019,0.46311123450797503,589.8370997078166,0.6453069491213191,2,16787.82177889993,6.057327402994945,1
102584.94224056596,0.40907562943256437,667.7705794039562,0.7102354265784522,1,13105.027052735564,0.34934386549611796,1
34251.54837451938,0.2755377655221606,647.8435330851834,0.6510764921815522,2,16691.978556682432,1.5796592397459164,1
38064.28843090721,0.16013995806476983,667.2275034631,0.22938200055296848,1,17918.308673586875,12.898301209094463,1
96738.27056642628,0.2606451972273724,690.0650506836889,0.3009502759612689,2,16798.034300349867,0.25441329565528376,0
118101.34338480813,0.3434354675780874,599.8143259266496,0.7627472140629439,3,6589.287953921492,8.416939741236218,1
36568.66742349317,0.48988065078605825,767.2528134676278,0.4482279384000044,1,13227.149721411139,0.933886618382236,1
52635.02086423939,0.22561016301564113,628.583133836202,0.3464745870207843,2,17868.900847863875,3.5287987958655287,0
66831.11101881019,0.33985761421862315,615.3258412174793,0.5436695922661675,0,26050.982399141998,0.19067752200866486,1
94573.95288811185,0.4310173591873877,688.5908989865962,0.6014598134716225,0,13096.519748329118,9.194043436634372,0
40262.85843143525,0.06424791918536948,503.07918380999416,0.28571008581434715,0,18855.88140313677,1.8334187782985105,1
55094.443081157806,0.47405434015266795,586.7572440221664,0.4438879917239863,1,21147.063383466764,10.566842754652717,1
75546.75152123488,0.2081059313352275,728.4858238953466,0.5853120138434117,1,13623.606111392082,4.746066562695531,0
68695.32148933237,0.3898394592148321,511.00624567503115,0.16794257080802938,0,23038.85423241138,16.74343295417711,1
